"requestid","requesttyp","requestdat","comments","usertype","near_inter","near_str","strsegid","additional_comments","sna_name","srvy_address","geo_address","lat","long","geo_address_type","geo_accuracy","State","County","City","Name","RegionID","dist","cell_id","lat_cell","long_cell","hood","hood_id"
1193,"Parking on the sidewalk","08/02/2018","Cars parked in right-of-way on Plymouth Ave at Creamy Whip- difficult to walk down Plymouth without being hit.","walks","BEECHMONT AV & PLYMOUTH AV","Plymouth Av","4702795353947029743516","","Mt. Washington","BEECHMONT AV & PLYMOUTH AV, Cincinnati, OH, USA","BEECHMONT AV & PLYMOUTH AV, Cincinnati, OH, USA",39.092593,-84.387608,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.113034443464815,90019,39.0916515888474,-84.3879032331243,"Mt. Washington",274624
1195,"Parking on the sidewalk","08/02/2018","A bumpout of sidewalk, created with Ziegler pool, has created a half pkg space. People wedge in so their car sticks out into the street, making turning into the adjacent alley difficult & unsafe as many pedestrians walk in the middle of this street.","drives","GOETZ AL & WOODWARD ST","Goetz Al","3367734109433577750848","","Over-the-Rhine","GOETZ AL & WOODWARD ST, Cincinnati, OH, USA","GOETZ AL & WOODWARD ST, Cincinnati, OH, USA",39.111253,-84.511704,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0586526088777838,640028,39.1119975208634,-84.5121598176568,"Over-The-Rhine",202750
1306,"Parking on the sidewalk","09/02/2018","","walks","W 8TH ST & MT HOPE AV","Mt Hope Av","2884513892428845539303","","East Price Hill","W 8TH ST & MT HOPE AV, Cincinnati, OH, USA","W 8TH ST & MT HOPE AV, Cincinnati, OH, USA",39.103705,-84.520253,"locality,political","locality","OH","Hamilton","Cincinnati","West End","276647",0.129278866520844,680024,39.1029993440687,-84.521196669918,"West End",276647
136,"Parking on the sidewalk","07/02/2018","The street needs to be widened and curbs need to be added. There is a lot of street parking and too often people have to park on the sidewalks (where there are sidewalks) to make room for 2-way traffic.","walks","CAMPBELL AL & CAMPBELL AL TERM E OF SUTTON AV","Lehigh Av","4692525205046925392171","","Mt. Washington","CAMPBELL AL & CAMPBELL AL TERM E OF SUTTON AV, Cincinnati, OH, USA","CAMPBELL AL & CAMPBELL AL TERM E OF SUTTON AV, Cincinnati, OH, USA",39.119184,-84.521338,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.189265010803007,680031,39.1187493583241,-84.5211966698926,"Over-The-Rhine",202750
1425,"Parking on the sidewalk","09/02/2018","","bikes","SPRING GROVE AV & CRAWFORD AV","Spring Grove Av","3263325934732649950472","I agree.","Spring Grove Village","SPRING GROVE AV & CRAWFORD AV, Cincinnati, OH, USA","SPRING GROVE AV & CRAWFORD AV, Cincinnati, OH, USA",39.17238,-84.531984,"locality,political","locality","OH","Hamilton","Cincinnati","Northside","274791",0.0698052714974959,730055,39.1727507156007,-84.5324927356619,"Northside",274791
1428,"Parking on the sidewalk","09/02/2018","There is frequently a Cadillac owned by an employee of Hair Options, parked ON the sidewalk rather than the street.  I walk to the library with my children an have to walk around this car.  This has been happening for years.","walks","HOBART AV & HAMILTON AV","Hobart Av","2970094037229703970396","","Northside","HOBART AV & HAMILTON AV, Cincinnati, OH, USA","HOBART AV & HAMILTON AV, Cincinnati, OH, USA",39.163786,-84.53909,"locality,political","locality","OH","Hamilton","Cincinnati","Northside","274791",0.0966620322084409,760051,39.1637509691681,-84.5392703753223,"Northside",274791
1715,"Parking on the sidewalk","11/02/2018","Cars are often parked on sidewalk at Parking Co of America Lot.","walks","MAIN ST & E 9TH ST","Main St","3357903934933579379128","","Downtown","MAIN ST & E 9TH ST, Cincinnati, OH, USA","MAIN ST & E 9TH ST, Cincinnati, OH, USA",39.105942,-84.510359,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.191043594966309,630025,39.1052469480212,-84.50990060469,"Central Business District",273189
1925,"Parking on the sidewalk","12/02/2018","Most residents seem to think it is ok to park partially in the driveway and partially on the sidewalk.  Sometimes I need to walk in the street.","walks","PILLARS DR & PAXTON AV","Pillars Dr","4254103515242541996122","","Oakley","PILLARS DR & PAXTON AV, Cincinnati, OH, USA","PILLARS DR & PAXTON AV, Cincinnati, OH, USA",39.133355,-84.434455,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.134771840987532,300038,39.1344537992279,-84.4353466141056,"Hyde Park",201414
1939,"Parking on the sidewalk","12/02/2018","Most residents seem to think it is ok to park partially in the driveway and partially on the sidewalk.  Sometimes I need to walk in the street.","walks","SHEREL LN & PAXTON AV","Sherel Ln","4253854517642539205851","","Oakley","SHEREL LN & PAXTON AV, Cincinnati, OH, USA","SHEREL LN & PAXTON AV, Cincinnati, OH, USA",39.151469,-84.420727,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.109127570397876,240046,39.1524408553979,-84.421791355311,"Oakley",202657
1940,"Parking on the sidewalk","12/02/2018","Most residents seem to think it is ok to park partially in the driveway and partially on the sidewalk.  Sometimes I need to walk in the street.","walks","PAXTON AV & JORA LN","Jora Ln","4254351512742544466137","","Oakley","PAXTON AV & JORA LN, Cincinnati, OH, USA","PAXTON AV & JORA LN, Cincinnati, OH, USA",39.151363,-84.418968,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.118909730545201,230046,39.1524385437246,-84.4195321460221,"Oakley",202657
1941,"Parking on the sidewalk","12/02/2018","Most residents seem to think it is ok to park partially in the driveway and partially on the sidewalk.  Sometimes I need to walk in the street.","walks","PAXTON WOODS DR & PAXTON WOODS LN","Club View Dr","4254599510642547056163","","Oakley","PAXTON WOODS DR & PAXTON WOODS LN, Cincinnati, OH, USA","PAXTON WOODS DR & PAXTON WOODS LN, Cincinnati, OH, USA",39.153041,-84.416636,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.118909730545201,220046,39.152436188435,-84.4172729368832,"Oakley",202657
1949,"Parking on the sidewalk","12/02/2018","This entire street parks vehicles on the sidewalk, making it impossible for a pedestrian to use the sidewalk.","walks","CAMPBELL AL & CAMPBELL AL TERM E OF SUTTON AV","Lehigh Av","4692525205046925392171","","Mt. Washington","CAMPBELL AL & CAMPBELL AL TERM E OF SUTTON AV, Cincinnati, OH, USA","CAMPBELL AL & CAMPBELL AL TERM E OF SUTTON AV, Cincinnati, OH, USA",39.119184,-84.521338,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.189265010803007,680031,39.1187493583241,-84.5211966698926,"Over-The-Rhine",202750
227,"Parking on the sidewalk","07/02/2018","Park vehicles and their contractors FREQUENTLY park on the sidewalk through here.","walks","E MEHRING WY & MEHRING WY","E Mehring Wy","3347646541633485675519","","Downtown","E MEHRING WY & MEHRING WY, Cincinnati, OH, USA","E MEHRING WY & MEHRING WY, Cincinnati, OH, USA",39.095866,-84.511705,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.0699712921697818,640021,39.0962475068021,-84.5121598176891,"Central Business District",273189
2948,"Parking on the sidewalk","15/02/2018","Car dealer (7707 Vine) blocks sidewalks with his inventory of cars.  Very dangerous.  Also places his Rumpke dumpster on sidewalk.","walks","E 77TH ST & FAIRPARK AV","Vine St","3818627274338287763295","There is less than 3' at the corner of Vine and Fair Park because of the parked cars on sidewalk.  I have seen children walking around cars on that busy corner. There is no room for customers or suppliers to park especially on Vine St","Carthage","E 77TH ST & FAIRPARK AV, Cincinnati, OH, USA","E 77TH ST & FAIRPARK AV, Cincinnati, OH, USA",39.200313,-84.47528,"locality,political","locality","OH","Hamilton","Cincinnati","Carthage","199885",0.0894940556033969,480067,39.1997332874439,-84.4760124157459,"Carthage",199885
3239,"Parking on the sidewalk","16/02/2018","Not only do the businesses park on sidewalk but their customers do because used car businesses use street to park overflow stock leaving no street parking.","walks","SANDSTONE AL & VINE ST","Sandstone Al","3648063196936482101842","","Carthage","SANDSTONE AL & VINE ST, Cincinnati, OH, USA","SANDSTONE AL & VINE ST, Cincinnati, OH, USA",39.191702,-84.482892,"locality,political","locality","OH","Hamilton","Cincinnati","Carthage","199885",0.120850868009565,510063,39.190736814366,-84.4827900523868,"Carthage",199885
3443,"Parking on the sidewalk","18/02/2018","Residents park their vehicles across the sidewalks, forcing pedestrians to enter the street.","walks","ASTON CT & ASTON CT TERM E OF MARBURG AV","Oak View Pl","4253516329342540343239","","Oakley","ASTON CT & ASTON CT TERM E OF MARBURG AV, Cincinnati, OH, USA","ASTON CT & ASTON CT TERM E OF MARBURG AV, Cincinnati, OH, USA",39.145784,-84.420677,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.132636436498284,240043,39.1456908521841,-84.4217913553367,"Oakley",202657
3444,"Parking on the sidewalk","18/02/2018","Residents park their vehicles across the sidewalk, forcing pedestrians to enter the street.","walks","RAWSON PL & S CLUBCREST AV","Rawson Pl","4254194464542547864768","","Oakley","RAWSON PL & S CLUBCREST AV, Cincinnati, OH, USA","RAWSON PL & S CLUBCREST AV, Cincinnati, OH, USA",39.150404,-84.417409,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.0940445102576136,220045,39.15018618744,-84.4172729368915,"Hyde Park",201414
3457,"Parking on the sidewalk","18/02/2018","Residents park their vehicles across the sidewalks, forcing pedestrians to enter the street.","walks","MARBURG AV & MAPLECREST PL","Oak View Pl","4253516329342540343239","","Oakley","MARBURG AV & MAPLECREST PL, Cincinnati, OH, USA","MARBURG AV & MAPLECREST PL, Cincinnati, OH, USA",39.148707,-84.421559,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.110055160078079,240044,39.1479408532558,-84.4217913553281,"Oakley",202657
3458,"Parking on the sidewalk","18/02/2018","Residents park their vehicles across the sidewalks, forcing pedestrians to enter the street.","walks","ASTON CT & ASTON CT TERM E OF MARBURG AV","Oak View Pl","4253516329342540343239","","Oakley","ASTON CT & ASTON CT TERM E OF MARBURG AV, Cincinnati, OH, USA","ASTON CT & ASTON CT TERM E OF MARBURG AV, Cincinnati, OH, USA",39.145784,-84.420677,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.132636436498284,240043,39.1456908521841,-84.4217913553367,"Oakley",202657
3459,"Parking on the sidewalk","18/02/2018","Residents park their vehicles across the sidewalks, forcing pedestrians to enter the street.","walks","OAK VIEW PL & OAK VIEW PL TERM E OF MARBURG AV","Oak View Pl","4253516329342540343239","","Oakley","OAK VIEW PL & OAK VIEW PL TERM E OF MARBURG AV, Cincinnati, OH, USA","OAK VIEW PL & OAK VIEW PL TERM E OF MARBURG AV, Cincinnati, OH, USA",39.146279,-84.421776,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.132636436498284,240043,39.1456908521841,-84.4217913553367,"Oakley",202657
3460,"Parking on the sidewalk","18/02/2018","Residents park their vehicles across the sidewalks, forcing pedestrians to enter the street.","walks","OAK VIEW PL & OAK VIEW PL TERM E OF MARBURG AV","Oak View Pl","4253516329342540343239","","Oakley","OAK VIEW PL & OAK VIEW PL TERM E OF MARBURG AV, Cincinnati, OH, USA","OAK VIEW PL & OAK VIEW PL TERM E OF MARBURG AV, Cincinnati, OH, USA",39.146279,-84.421776,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.132636436498284,240043,39.1456908521841,-84.4217913553367,"Oakley",202657
3461,"Parking on the sidewalk","18/02/2018","Residents park their vehicles across the sidewalk, forcing pedestrians to enter the street. There are often three cars in a row, which means pedestrians must walk in the street for an extended distance, very close to the intersection with Marburg.","walks","S STERLING WY & MARBURG AV","S Sterling Wy","4253119389142535543737","","Oakley","S STERLING WY & MARBURG AV, Cincinnati, OH, USA","S STERLING WY & MARBURG AV, Cincinnati, OH, USA",39.153037,-84.423029,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.216320662902689,250046,39.1524431234548,-84.4240505647468,"Oakley",202657
3462,"Parking on the sidewalk","18/02/2018","Residents park their vehicles across the sidewalk, forcing pedestrians to enter the street.","walks","RAWSON PL & S CLUBCREST AV","Rawson Pl","4254194464542547864768","","Oakley","RAWSON PL & S CLUBCREST AV, Cincinnati, OH, USA","RAWSON PL & S CLUBCREST AV, Cincinnati, OH, USA",39.150404,-84.417409,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.0940445102576136,220045,39.15018618744,-84.4172729368915,"Hyde Park",201414
3463,"Parking on the sidewalk","18/02/2018","Residents park their vehicles across the sidewalk, forcing pedestrians to enter the street.","walks","RAWSON PL & S CLUBCREST AV","Rawson Pl","4254194464542547864768","","Oakley","RAWSON PL & S CLUBCREST AV, Cincinnati, OH, USA","RAWSON PL & S CLUBCREST AV, Cincinnati, OH, USA",39.150404,-84.417409,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.0940445102576136,220045,39.15018618744,-84.4172729368915,"Hyde Park",201414
3464,"Parking on the sidewalk","18/02/2018","Residents park their vehicles across the sidewalk, forcing pedestrians to enter the street.","walks","RAWSON PL & RAWSON PL TERM E OF N CLUBCREST AV","Rawson Pl","4254194464542547864768","","Oakley","RAWSON PL & RAWSON PL TERM E OF N CLUBCREST AV, Cincinnati, OH, USA","RAWSON PL & RAWSON PL TERM E OF N CLUBCREST AV, Cincinnati, OH, USA",39.150404,-84.417409,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.0940445102576136,220045,39.15018618744,-84.4172729368915,"Hyde Park",201414
3512,"Parking on the sidewalk","19/02/2018","The Food Pantry (?) parks their cars on the sidewalk daily. Forces you to walk on the street.","walks","CALHOUN ST & DENNIS ST","Dennis St","3297299724932973217477","","CUF","CALHOUN ST & DENNIS ST, Cincinnati, OH, USA","CALHOUN ST & DENNIS ST, Cincinnati, OH, USA",39.128748,-84.51366,"locality,political","locality","OH","Hamilton","Cincinnati","CUF","273417",0.126647387213807,650035,39.1277480581921,-84.5144190306425,"CUF",273417
376,"Parking on the sidewalk","07/02/2018","The sidewalk is at the same elevation as the roadway, cars often drive on the sidewalk or park on the sidewalk","walks","GRISCHY LN & VANDYKE DR","Vandyke Dr","4231616632242316456596","agree - very unsafe for walkers especially to/from school","Mt. Lookout","GRISCHY LN & VANDYKE DR, Cincinnati, OH, USA","GRISCHY LN & VANDYKE DR, Cincinnati, OH, USA",39.127901,-84.4289,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.112489179263534,270035,39.1276975157217,-84.4285689841458,"Mt. Lookout",274623
