street,city,,state,zipCode,lat,long,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc,
CASTROCIRCLEFIELD , Cincinnati,CASTROCIRCLEFIELD  Cincinnati,OH,45246,39.298637,-84.449999,CASTROCIRCLEFIELD  Cincinnati,OH,45246,39.298637,-84.449999,22,Car-Dependent
ROSE LN, Cincinnati,ROSE LN Cincinnati,OH,0,39.292256,-84.489015,37,Car-Dependent,,,,,
KNOLLSPRINGS CT, Cincinnati,KNOLLSPRINGS CT Cincinnati,OH,45246,39.295425,-84.501415,KNOLLSPRINGS CT Cincinnati,OH,45246,39.295425,-84.51415,15,Car-Dependent
GLENFALLS CT, Cincinnati,GLENFALLS CT Cincinnati,OH,45246,39.295254,-84.499268,GLENFALLS CT Cincinnati,OH,45246,39.295254,-84.499268,13,Car-Dependent
WOODVALE CT, Cincinnati,WOODVALE CT Cincinnati,OH,45246,39.294765,-84.497293,WOODVALE CT Cincinnati,OH,45246,39.294765,-84.497293,15,Car-Dependent
VANCLEVE AVE, Cincinnati,VANCLEVE AVE Cincinnati,OH,45246,39.292357,-84.478532,VANCLEVE AVE Cincinnati,OH,45246,39.292357,-84.478532,35,Car-Dependent
LAWNVIEW AVE, Cincinnati,LAWNVIEW AVE Cincinnati,OH,45246,39.293893,-84.47866,LAWNVIEW AVE Cincinnati,OH,45246,39.293893,-84.47866,28,Car-Dependent
BENEDICT CT, Cincinnati,BENEDICT CT Cincinnati,OH,45246,39.299524,-84.449441,BENEDICT CT Cincinnati,OH,45246,39.299524,-84.449441,16,Car-Dependent
SHERATON LN, Cincinnati,SHERATON LN Cincinnati,OH,45246,39.297874,-84.485206,SHERATON LN Cincinnati,OH,45246,39.297874,-84.48526,36,Car-Dependent
NAVONA CT, Cincinnati,NAVONA CT Cincinnati,OH,45246,39.295999,-84.455477,NAVONA CT Cincinnati,OH,45246,39.295999,-84.455477,19,Car-Dependent
MARWOOD LN, Cincinnati,MARWOOD LN Cincinnati,OH,45246,39.29639,-84.450535,MARWOOD LN Cincinnati,OH,45246,39.29639,-84.45535,2,Car-Dependent
WOODSIDE CT, Cincinnati,WOODSIDE CT Cincinnati,OH,45246,39.293951,-84.490544,WOODSIDE CT Cincinnati,OH,45246,39.293951,-84.49544,43,Car-Dependent
EDGEWORTH CT, Cincinnati,EDGEWORTH CT Cincinnati,OH,45240,39.30199,-84.510566,EDGEWORTH CT Cincinnati,OH,4524,39.3199,-84.51566,14,Car-Dependent
CANTRELL DR, Cincinnati,CANTRELL DR Cincinnati,OH,45246,39.301057,-84.500637,CANTRELL DR Cincinnati,OH,45246,39.3157,-84.5637,6,Car-Dependent
ELKRIDGE DR, Cincinnati,ELKRIDGE DR Cincinnati,OH,45240,39.302206,-84.509011,ELKRIDGE DR Cincinnati,OH,4524,39.3226,-84.5911,6,Car-Dependent
CHARDON LN, Cincinnati,CHARDON LN Cincinnati,OH,45246,39.299667,-84.485001,CHARDON LN Cincinnati,OH,45246,39.299667,-84.4851,38,Car-Dependent
CORNAVIN CT, Cincinnati,CORNAVIN CT Cincinnati,OH,45246,39.298319,-84.454082,CORNAVIN CT Cincinnati,OH,45246,39.298319,-84.45482,2,Car-Dependent
SHERATON LN, Cincinnati,SHERATON LN Cincinnati,OH,0,39.299965,-84.485176,SHERATON LN Cincinnati,OH,45246,39.297874,-84.48526,36,Car-Dependent
BROOKSTON DR, Cincinnati,BROOKSTON DR Cincinnati,OH,45240,39.303356,-84.504105,BROOKSTON DR Cincinnati,OH,4524,39.33356,-84.5415,13,Car-Dependent
BENADIR RD, Cincinnati,BENADIR RD Cincinnati,OH,45246,39.298869,-84.451035,BENADIR RD Cincinnati,OH,45246,39.298869,-84.45135,21,Car-Dependent
PEAK DR, Cincinnati,PEAK DR Cincinnati,OH,45246,39.302053,-84.489942,PEAK DR Cincinnati,OH,45246,39.3253,-84.489942,23,Car-Dependent
AUDIE CT, Cincinnati,AUDIE CT Cincinnati,OH,45246,39.300161,-84.449299,AUDIE CT Cincinnati,OH,45246,39.3161,-84.449299,16,Car-Dependent
SPRINGDALELAKE DR, Cincinnati,SPRINGDALELAKE DR Cincinnati,OH,45246,39.301245,-84.484912,SPRINGDALELAKE DR Cincinnati,OH,45246,39.31245,-84.484912,39,Car-Dependent
ROSETTA CT, Cincinnati,ROSETTA CT Cincinnati,OH,45246,39.293256,-84.472559,ROSETTA CT Cincinnati,OH,45246,39.293256,-84.472559,27,Car-Dependent
RUSKIN DR, Cincinnati,RUSKIN DR Cincinnati,OH,45246,39.291595,-84.47312,RUSKIN DR Cincinnati,OH,45246,39.291595,-84.47312,34,Car-Dependent
SILVERWOOD CR, Cincinnati,SILVERWOOD CR Cincinnati,OH,45246,39.128996,-84.50687,SILVERWOOD CR Cincinnati,OH,45246,39.128996,-84.5687,92,Walker's Paradise
HARTER AVE, Cincinnati,HARTER AVE Cincinnati,OH,45246,39.288983,-84.474233,HARTER AVE Cincinnati,OH,45246,39.288983,-84.474233,42,Car-Dependent
WOODCREST CT, Cincinnati,WOODCREST CT Cincinnati,OH,45246,39.294306,-84.492789,WOODCREST CT Cincinnati,OH,45246,39.29436,-84.492789,33,Car-Dependent
BALSAM CT, Cincinnati,BALSAM CT Cincinnati,OH,45246,39.290785,-84.476506,BALSAM CT Cincinnati,OH,45246,39.29785,-84.47656,39,Car-Dependent
CONTAINER PL, Cincinnati,CONTAINER PL Cincinnati,OH,45246,39.30023,-84.473596,CONTAINER PL Cincinnati,OH,45246,39.323,-84.473596,15,Car-Dependent
WOODVIEW CT, Cincinnati,WOODVIEW CT Cincinnati,OH,45246,39.293828,-84.494266,WOODVIEW CT Cincinnati,OH,45246,39.293828,-84.494266,28,Car-Dependent
BOXWOOD CT, Cincinnati,BOXWOOD CT Cincinnati,OH,45246,39.294025,-84.491639,BOXWOOD CT Cincinnati,OH,45246,39.29425,-84.491639,38,Car-Dependent
EDINBURGH LN, Cincinnati,EDINBURGH LN Cincinnati,OH,0,39.297477,-84.463775,EDINBURGH LN Cincinnati,OH,,39.297477,-84.463775,25,Car-Dependent
DROXFORD CT, Cincinnati,DROXFORD CT Cincinnati,OH,0,39.285065,-84.477388,DROXFORD CT Cincinnati,OH,,39.28565,-84.477388,59,Somewhat Walkable
CENTERBURY CT, Cincinnati,CENTERBURY CT Cincinnati,OH,0,39.285627,-84.477581,CENTERBURY CT Cincinnati,OH,,39.285627,-84.477581,59,Somewhat Walkable
DISTON LN, Cincinnati,DISTON LN Cincinnati,OH,45246,39.289751,-84.47662,DISTON LN Cincinnati,OH,45246,39.289751,-84.47662,46,Car-Dependent
NELSON LN, Cincinnati,NELSON LN Cincinnati,OH,45246,39.292992,-84.478833,NELSON LN Cincinnati,OH,45246,39.292992,-84.478833,35,Car-Dependent
BEDFORDGLEN LN, Cincinnati,BEDFORDGLEN LN Cincinnati,OH,0,39.285367,-84.481,BEDFORDGLEN LN Cincinnati,OH,,39.285367,-84.481,59,Somewhat Walkable
ASPEN CT, Cincinnati,ASPEN CT Cincinnati,OH,45246,39.294174,-84.494296,ASPEN CT Cincinnati,OH,45246,39.294174,-84.494296,28,Car-Dependent
CARRIAGECIRCLE DR, Cincinnati,CARRIAGECIRCLE DR Cincinnati,OH,0,39.284786,-84.481668,CARRIAGECIRCLE DR Cincinnati,OH,,39.284786,-84.481668,59,Somewhat Walkable
PRINCEWOOD CT, Cincinnati,PRINCEWOOD CT Cincinnati,OH,45246,39.293652,-84.482132,PRINCEWOOD CT Cincinnati,OH,45246,39.293652,-84.482132,37,Car-Dependent
BERN LN, Cincinnati,BERN LN Cincinnati,OH,0,39.297537,-84.463271,BERN LN Cincinnati,OH,,39.297537,-84.46328,25,Car-Dependent
CAMERON RD, Cincinnati,CAMERON RD Cincinnati,OH,45246,39.279292,-84.486556,CAMERON RD Cincinnati,OH,45246,39.279292,-84.486556,49,Car-Dependent
GLENSFORD CT, Cincinnati,GLENSFORD CT Cincinnati,OH,45246,39.27302,-84.483648,GLENSFORD CT Cincinnati,OH,45246,39.2732,-84.483648,22,Car-Dependent
NAYLOR CT, Cincinnati,NAYLOR CT Cincinnati,OH,45246,39.278151,-84.486578,NAYLOR CT Cincinnati,OH,45246,39.278151,-84.486578,42,Car-Dependent
MAPLECIRCLE DR, Cincinnati,MAPLECIRCLE DR Cincinnati,OH,0,39.30027,-84.486922,MAPLECIRCLE DR Cincinnati,OH,,39.327,-84.486922,32,Car-Dependent
LISBON LN, Cincinnati,LISBON LN Cincinnati,OH,0,39.298243,-84.462563,LISBON LN Cincinnati,OH,,39.298243,-84.462563,16,Car-Dependent
CLOVERDALE AVE, Cincinnati,CLOVERDALE AVE Cincinnati,OH,45246,39.289995,-84.487267,CLOVERDALE AVE Cincinnati,OH,45246,39.289995,-84.487267,41,Car-Dependent
DIMMICK AVE, Cincinnati,DIMMICK AVE Cincinnati,OH,45246,39.290855,-84.488117,DIMMICK AVE Cincinnati,OH,45246,39.29855,-84.488117,56,Somewhat Walkable
ROCKCREST DR, Cincinnati,ROCKCREST DR Cincinnati,OH,45246,39.273383,-84.491384,ROCKCREST DR Cincinnati,OH,45246,39.273383,-84.491384,37,Car-Dependent
ARBOR CT, Cincinnati,ARBOR CT Cincinnati,OH,45246,39.294061,-84.49199,ARBOR CT Cincinnati,OH,45246,39.29461,-84.49199,38,Car-Dependent
LAFAYETTE AVE, Cincinnati,LAFAYETTE AVE Cincinnati,OH,45246,39.286852,-84.49084,14,Car-Dependent,Somewhat Bikeable,22,43,Some Transit,
OBSERVATORY DR, Cincinnati,OBSERVATORY DR Cincinnati,OH,45246,39.284917,-84.491457,55,Somewhat Walkable,,,,,
SALZBERG LN, Cincinnati,SALZBERG LN Cincinnati,OH,0,39.298362,-84.462655,SALZBERG LN Cincinnati,OH,,39.298362,-84.462655,16,Car-Dependent
SMILEY AVE, Cincinnati,SMILEY AVE Cincinnati,OH,45246,39.289876,-84.491085,22,Car-Dependent,,,,,
GRANDIN , Cincinnati,GRANDIN  Cincinnati,OH,45246,39.123613,-84.439672,GRANDIN  Cincinnati,OH,45246,39.123613,-84.439672,3,Car-Dependent
GLENSPRINGS DR, Cincinnati,GLENSPRINGS DR Cincinnati,OH,45246,39.29397,-84.495031,GLENSPRINGS DR Cincinnati,OH,45246,39.29397,-84.49531,28,Car-Dependent
ALLEN AVE, Cincinnati,ALLEN AVE Cincinnati,OH,45246,39.293193,-84.499646,ALLEN AVE Cincinnati,OH,45246,39.293193,-84.499646,16,Car-Dependent
CEDARHILL DR, Cincinnati,CEDARHILL DR Cincinnati,OH,45246,39.299487,-84.498041,CEDARHILL DR Cincinnati,OH,45246,39.299487,-84.49841,5,Car-Dependent
CLEARFIELD LN, Cincinnati,CLEARFIELD LN Cincinnati,OH,45240,39.305237,-84.50623,CLEARFIELD LN Cincinnati,OH,4524,39.35237,-84.5623,8,Car-Dependent
KEMPERCOMMONS CR, Cincinnati,KEMPERCOMMONS CR Cincinnati,OH,45246,39.103475,-84.534585,KEMPERCOMMONS CR Cincinnati,OH,45246,39.13475,-84.534585,61,Somewhat Walkable
CEDARHILL DR, Cincinnati,CEDARHILL DR Cincinnati,OH,45240,39.300964,-84.506125,CEDARHILL DR Cincinnati,OH,45246,39.299487,-84.49841,5,Car-Dependent
YORKHAVEN RD, Cincinnati,YORKHAVEN RD Cincinnati,OH,45240,39.303646,-84.506052,YORKHAVEN RD Cincinnati,OH,4524,39.33646,-84.5652,14,Car-Dependent
SUMMERFIELD LN, Cincinnati,SUMMERFIELD LN Cincinnati,OH,45240,39.300563,-84.50925,SUMMERFIELD LN Cincinnati,OH,4524,39.3563,-84.5925,9,Car-Dependent
CASTRO LN, Cincinnati,CASTRO LN Cincinnati,OH,45246,39.298615,-84.454054,CASTRO LN Cincinnati,OH,45246,39.298615,-84.45454,2,Car-Dependent
BEECH DR, Cincinnati,BEECH DR Cincinnati,OH,45215,39.172385,-84.501699,BEECH DR Cincinnati,OH,45215,39.172385,-84.51699,29,Car-Dependent
LAUREL AVE, Cincinnati,LAUREL AVE Cincinnati,OH,45216,39.207943,-84.474983,58,Somewhat Walkable,,,,,
WELLSPRING DR, Cincinnati,WELLSPRING DR Cincinnati,OH,45231,39.235178,-84.52226,WELLSPRING DR Cincinnati,OH,45231,39.235178,-84.52226,1,Car-Dependent
JACKPINE CT, Cincinnati,JACKPINE CT Cincinnati,OH,45231,39.251731,-84.518654,JACKPINE CT Cincinnati,OH,45231,39.251731,-84.518654,4,Car-Dependent
WINLAKE DR, Cincinnati,WINLAKE DR Cincinnati,OH,45231,39.25173,-84.518873,WINLAKE DR Cincinnati,OH,45231,39.25173,-84.518873,4,Car-Dependent
SOUTHFIELD CT, Cincinnati,SOUTHFIELD CT Cincinnati,OH,45231,39.240871,-84.519745,SOUTHFIELD CT Cincinnati,OH,45231,39.24871,-84.519745,9,Car-Dependent
THUNDERBIRD DR, Cincinnati,THUNDERBIRD DR Cincinnati,OH,45231,39.22076,-84.522216,THUNDERBIRD DR Cincinnati,OH,45231,39.2276,-84.522216,58,Somewhat Walkable
BLUEJAY DR, Cincinnati,BLUEJAY DR Cincinnati,OH,45231,39.221594,-84.523031,BLUEJAY DR Cincinnati,OH,45231,39.221594,-84.52331,45,Car-Dependent
VACATIONLAND DR, Cincinnati,VACATIONLAND DR Cincinnati,OH,45231,39.224135,-84.521673,VACATIONLAND DR Cincinnati,OH,45231,39.224135,-84.521673,62,Somewhat Walkable
THOROUGHBRED LN, Cincinnati,THOROUGHBRED LN Cincinnati,OH,45231,39.24967,-84.491455,THOROUGHBRED LN Cincinnati,OH,45231,39.24967,-84.491455,5,Car-Dependent
COMPTON RD, Cincinnati,COMPTON RD Cincinnati,OH,45216,39.217805,-84.479276,33,Car-Dependent,,,,,
LOCHCREST DR, Cincinnati,LOCHCREST DR Cincinnati,OH,45231,39.251365,-84.494134,LOCHCREST DR Cincinnati,OH,45231,39.251365,-84.494134,3,Car-Dependent
HARBURY DR, Cincinnati,HARBURY DR Cincinnati,OH,45224,39.203879,-84.527404,HARBURY DR Cincinnati,OH,45224,39.23879,-84.52744,31,Car-Dependent
SUNWOOD CT, Cincinnati,SUNWOOD CT Cincinnati,OH,45231,39.244431,-84.519908,SUNWOOD CT Cincinnati,OH,45231,39.244431,-84.51998,6,Car-Dependent
PELICAN DR, Cincinnati,PELICAN DR Cincinnati,OH,45231,39.219719,-84.523378,PELICAN DR Cincinnati,OH,45231,39.219719,-84.523378,33,Car-Dependent
HOLLYTREE DR, Cincinnati,HOLLYTREE DR Cincinnati,OH,45231,39.225878,-84.521273,HOLLYTREE DR Cincinnati,OH,45231,39.225878,-84.521273,52,Somewhat Walkable
MCKELVEY RD, Cincinnati,MCKELVEY RD Cincinnati,OH,45231,39.245287,-84.519325,MCKELVEY RD Cincinnati,OH,45231,39.245287,-84.519325,17,Car-Dependent
TIMBER TL, Cincinnati,TIMBER TL Cincinnati,OH,45224,39.209278,-84.52532,TIMBER TL Cincinnati,OH,45224,39.29278,-84.52532,26,Car-Dependent
CHATTERTON DR, Cincinnati,CHATTERTON DR Cincinnati,OH,45231,39.250695,-84.519057,CHATTERTON DR Cincinnati,OH,45231,39.25695,-84.51957,6,Car-Dependent
WINSTEAD LN, Cincinnati,WINSTEAD LN Cincinnati,OH,45231,39.25195,-84.49081,WINSTEAD LN Cincinnati,OH,45231,39.25195,-84.4981,6,Car-Dependent
JONQUIL LN, Cincinnati,JONQUIL LN Cincinnati,OH,45231,39.225754,-84.522538,JONQUIL LN Cincinnati,OH,45231,39.225754,-84.522538,52,Somewhat Walkable
SHERMAN TE, Cincinnati,SHERMAN TE Cincinnati,OH,45231,39.246711,-84.519802,SHERMAN TE Cincinnati,OH,45231,39.246711,-84.51982,11,Car-Dependent
HUFFMAN CT, Cincinnati,HUFFMAN CT Cincinnati,OH,45231,39.233349,-84.520739,HUFFMAN CT Cincinnati,OH,45231,39.233349,-84.52739,18,Car-Dependent
SPRINGBEAUTY LN, Cincinnati,SPRINGBEAUTY LN Cincinnati,OH,45231,39.259366,-84.576739,SPRINGBEAUTY LN Cincinnati,OH,45231,39.259366,-84.576739,27,Car-Dependent
GARNOA DR, Cincinnati,GARNOA DR Cincinnati,OH,45231,39.242969,-84.520206,GARNOA DR Cincinnati,OH,45231,39.242969,-84.5226,8,Car-Dependent
NOHUNTA CT, Cincinnati,NOHUNTA CT Cincinnati,OH,45231,39.248187,-84.520304,NOHUNTA CT Cincinnati,OH,45231,39.248187,-84.5234,5,Car-Dependent
MARIA AVE, Cincinnati,MARIA AVE Cincinnati,OH,45231,39.259417,-84.552673,78,Very Walkable,Somewhat Bikeable,39,36,Some Transit,
REDBIRD DR, Cincinnati,REDBIRD DR Cincinnati,OH,45231,39.222275,-84.523337,REDBIRD DR Cincinnati,OH,45231,39.222275,-84.523337,45,Car-Dependent
SPRUCEGLEN DR, Cincinnati,SPRUCEGLEN DR Cincinnati,OH,45224,39.212005,-84.524213,SPRUCEGLEN DR Cincinnati,OH,45224,39.2125,-84.524213,2,Car-Dependent
LOCHCREST DR, Cincinnati,LOCHCREST DR Cincinnati,OH,0,39.256673,-84.489378,LOCHCREST DR Cincinnati,OH,45231,39.251365,-84.494134,3,Car-Dependent
FASKE DR, Cincinnati,FASKE DR Cincinnati,OH,45231,39.26246,-84.554176,FASKE DR Cincinnati,OH,45231,39.26246,-84.554176,12,Car-Dependent
MILL RD, Cincinnati,MILL RD Cincinnati,OH,45231,39.263562,-84.545795,17,Car-Dependent,,,,,
MARIA AVE, Cincinnati,MARIA AVE Cincinnati,OH,0,39.263733,-84.552369,78,Very Walkable,Somewhat Bikeable,39,36,Some Transit,
TOULON DR, Cincinnati,TOULON DR Cincinnati,OH,45240,39.262483,-84.495106,TOULON DR Cincinnati,OH,4524,39.262483,-84.49516,4,Car-Dependent
WELLINGWOOD CT, Cincinnati,WELLINGWOOD CT Cincinnati,OH,45240,39.26709,-84.550364,WELLINGWOOD CT Cincinnati,OH,4524,39.2679,-84.55364,6,Car-Dependent
MILLFARM CT, Cincinnati,MILLFARM CT Cincinnati,OH,45231,39.264329,-84.548204,MILLFARM CT Cincinnati,OH,45231,39.264329,-84.54824,3,Car-Dependent
MORNINGGLORY LN, Cincinnati,MORNINGGLORY LN Cincinnati,OH,45240,39.263923,-84.490528,MORNINGGLORY LN Cincinnati,OH,4524,39.263923,-84.49528,2,Car-Dependent
FORESTDALE LN, Cincinnati,FORESTDALE LN Cincinnati,OH,45240,39.263616,-84.491765,FORESTDALE LN Cincinnati,OH,4524,39.263616,-84.491765,3,Car-Dependent
FLINTLOCK DR, Cincinnati,FLINTLOCK DR Cincinnati,OH,45231,39.234521,-84.524054,FLINTLOCK DR Cincinnati,OH,45231,39.234521,-84.52454,1,Car-Dependent
MEREDITH DR, Cincinnati,MEREDITH DR Cincinnati,OH,45231,39.23786,-84.524049,MEREDITH DR Cincinnati,OH,45231,39.23786,-84.52449,11,Car-Dependent
DEAUVILLE RD, Cincinnati,DEAUVILLE RD Cincinnati,OH,45240,39.265177,-84.491517,DEAUVILLE RD Cincinnati,OH,4524,39.265177,-84.491517,4,Car-Dependent
STONEWOOD CT, Cincinnati,STONEWOOD CT Cincinnati,OH,45240,39.269491,-84.546619,STONEWOOD CT Cincinnati,OH,4524,39.269491,-84.546619,8,Car-Dependent
MAPLEHILL DR, Cincinnati,MAPLEHILL DR Cincinnati,OH,45240,39.270959,-84.550973,MAPLEHILL DR Cincinnati,OH,4524,39.27959,-84.55973,1,Car-Dependent
SHADOWRIDGE LN, Cincinnati,SHADOWRIDGE LN Cincinnati,OH,0,39.272323,-84.557121,SHADOWRIDGE LN Cincinnati,OH,,39.272323,-84.557121,28,Car-Dependent
SPRUCEHILL DR, Cincinnati,SPRUCEHILL DR Cincinnati,OH,45240,39.274541,-84.559488,SPRUCEHILL DR Cincinnati,OH,4524,39.274541,-84.559488,36,Car-Dependent
BIRCHRIDGE DR, Cincinnati,BIRCHRIDGE DR Cincinnati,OH,45240,39.275174,-84.560686,BIRCHRIDGE DR Cincinnati,OH,4524,39.275174,-84.56686,38,Car-Dependent
HAMILTON AVE, Cincinnati,HAMILTON AVE Cincinnati,OH,45240,39.274367,-84.562457,55,Somewhat Walkable,,,,,
TANGLEBERRY CT, Cincinnati,TANGLEBERRY CT Cincinnati,OH,45240,39.275265,-84.553543,TANGLEBERRY CT Cincinnati,OH,4524,39.275265,-84.553543,21,Car-Dependent
CRYSTALHILL CT, Cincinnati,CRYSTALHILL CT Cincinnati,OH,45240,39.275077,-84.55226,CRYSTALHILL CT Cincinnati,OH,4524,39.27577,-84.55226,15,Car-Dependent
HEMPSTEAD DR, Cincinnati,HEMPSTEAD DR Cincinnati,OH,45231,39.223354,-84.525902,HEMPSTEAD DR Cincinnati,OH,45231,39.223354,-84.52592,48,Car-Dependent
MEADOWIND CT, Cincinnati,MEADOWIND CT Cincinnati,OH,45231,39.229107,-84.525105,MEADOWIND CT Cincinnati,OH,45231,39.22917,-84.52515,15,Car-Dependent
MADELEINE CR, Cincinnati,MADELEINE CR Cincinnati,OH,45231,39.119215,-84.533364,MADELEINE CR Cincinnati,OH,45231,39.119215,-84.533364,71,Very Walkable
HEARTHSTONE DR, Cincinnati,HEARTHSTONE DR Cincinnati,OH,45231,39.218118,-84.527544,HEARTHSTONE DR Cincinnati,OH,45231,39.218118,-84.527544,4,Car-Dependent
GRACEWIND CT, Cincinnati,GRACEWIND CT Cincinnati,OH,45231,39.22997,-84.525003,GRACEWIND CT Cincinnati,OH,45231,39.22997,-84.5253,15,Car-Dependent
MURKETT CT, Cincinnati,MURKETT CT Cincinnati,OH,45231,39.226743,-84.528439,MURKETT CT Cincinnati,OH,45231,39.226743,-84.528439,25,Car-Dependent
EASTGATE DR, Cincinnati,EASTGATE DR Cincinnati,OH,45231,39.217436,-84.527869,EASTGATE DR Cincinnati,OH,45231,39.217436,-84.527869,4,Car-Dependent
TASSIE LN, Cincinnati,TASSIE LN Cincinnati,OH,45231,39.228234,-84.525688,TASSIE LN Cincinnati,OH,45231,39.228234,-84.525688,17,Car-Dependent
BELGREEN LN, Cincinnati,BELGREEN LN Cincinnati,OH,45240,39.29996,-84.552774,BELGREEN LN Cincinnati,OH,4524,39.29996,-84.552774,24,Car-Dependent
CANFIELD CT, Cincinnati,CANFIELD CT Cincinnati,OH,45240,39.298358,-84.549,CANFIELD CT Cincinnati,OH,4524,39.298358,-84.549,11,Car-Dependent
BRIARFIELD CT, Cincinnati,BRIARFIELD CT Cincinnati,OH,45240,39.299251,-84.553943,BRIARFIELD CT Cincinnati,OH,4524,39.299251,-84.553943,24,Car-Dependent
BROOKWAY DR, Cincinnati,BROOKWAY DR Cincinnati,OH,45240,39.300024,-84.558976,BROOKWAY DR Cincinnati,OH,4524,39.324,-84.558976,45,Car-Dependent
BLACKHAWK CR, Cincinnati,BLACKHAWK CR Cincinnati,OH,45240,39.300158,-84.555514,BLACKHAWK CR Cincinnati,OH,4524,39.3158,-84.555514,3,Car-Dependent
CEDARCREEK DR, Cincinnati,CEDARCREEK DR Cincinnati,OH,45240,39.300168,-84.550206,CEDARCREEK DR Cincinnati,OH,4524,39.3168,-84.5526,15,Car-Dependent
SEYMOUR AVE, Cincinnati,SEYMOUR AVE Cincinnati,OH,0,39.201573,-84.498899,SEYMOUR AVE Cincinnati,OH,45237,39.189769,-84.46417,64,Somewhat Walkable
DEERHORN DR, Cincinnati,DEERHORN DR Cincinnati,OH,45240,39.2997,-84.546538,DEERHORN DR Cincinnati,OH,4524,39.2997,-84.546538,7,Car-Dependent
HAZELHURST LN, Cincinnati,HAZELHURST LN Cincinnati,OH,45240,39.299427,-84.53504,HAZELHURST LN Cincinnati,OH,4524,39.299427,-84.5354,4,Car-Dependent
BELLUNE DR, Cincinnati,BELLUNE DR Cincinnati,OH,45231,39.240289,-84.531088,BELLUNE DR Cincinnati,OH,45231,39.24289,-84.53188,1,Car-Dependent
DOERUN CT, Cincinnati,DOERUN CT Cincinnati,OH,45240,39.304492,-84.559522,DOERUN CT Cincinnati,OH,4524,39.34492,-84.559522,24,Car-Dependent
HAVILLAND CT, Cincinnati,HAVILLAND CT Cincinnati,OH,45240,39.301922,-84.534153,HAVILLAND CT Cincinnati,OH,4524,39.31922,-84.534153,5,Car-Dependent
REGENCYRUN CT, Cincinnati,REGENCYRUN CT Cincinnati,OH,0,39.305195,-84.562226,REGENCYRUN CT Cincinnati,OH,,39.35195,-84.562226,48,Car-Dependent
GOODFIELD CT, Cincinnati,GOODFIELD CT Cincinnati,OH,45240,39.302281,-84.541124,GOODFIELD CT Cincinnati,OH,4524,39.32281,-84.541124,12,Car-Dependent
GREYSTONE CT, Cincinnati,GREYSTONE CT Cincinnati,OH,45240,39.302606,-84.538061,GREYSTONE CT Cincinnati,OH,4524,39.3266,-84.53861,5,Car-Dependent
SEYMOUR AVE, Cincinnati,SEYMOUR AVE Cincinnati,OH,45216,39.202512,-84.498829,SEYMOUR AVE Cincinnati,OH,45237,39.189769,-84.46417,64,Somewhat Walkable
CITYCENTRE DR, Cincinnati,CITYCENTRE DR Cincinnati,OH,0,39.121267,-84.522545,39,Car-Dependent,Somewhat Bikeable,42,37,Some Transit,
MURAT CT, Cincinnati,MURAT CT Cincinnati,OH,45231,39.229991,-84.532041,MURAT CT Cincinnati,OH,45231,39.229991,-84.53241,21,Car-Dependent
LANDIS LN, Cincinnati,LANDIS LN Cincinnati,OH,45231,39.224929,-84.534245,LANDIS LN Cincinnati,OH,45231,39.224929,-84.534245,27,Car-Dependent
ALDRICH AVE, Cincinnati,ALDRICH AVE Cincinnati,OH,45231,39.226681,-84.533978,ALDRICH AVE Cincinnati,OH,45231,39.226681,-84.533978,25,Car-Dependent
BILOXI DR, Cincinnati,BILOXI DR Cincinnati,OH,45231,39.245066,-84.533506,BILOXI DR Cincinnati,OH,45231,39.24566,-84.53356,6,Car-Dependent
NEWPORT , Cincinnati,NEWPORT  Cincinnati,OH,45231,39.229826,-84.53365,NEWPORT  Cincinnati,OH,45231,39.229826,-84.53365,28,Car-Dependent
OVID AVE, Cincinnati,OVID AVE Cincinnati,OH,45231,39.229304,-84.534027,OVID AVE Cincinnati,OH,45231,39.22934,-84.53427,28,Car-Dependent
WOODLAND AVE, Cincinnati,WOODLAND AVE Cincinnati,OH,45237,39.291377,-84.327232,WOODLAND AVE Cincinnati,OH,45237,39.291377,-84.327232,29,Car-Dependent
ANGELA AVE, Cincinnati,ANGELA AVE Cincinnati,OH,45231,39.227854,-84.535728,ANGELA AVE Cincinnati,OH,45231,39.227854,-84.535728,29,Car-Dependent
RIVIERA PL, Cincinnati,RIVIERA PL Cincinnati,OH,45231,39.24441,-84.535872,RIVIERA PL Cincinnati,OH,45231,39.24441,-84.535872,8,Car-Dependent
HARTWOOD DR, Cincinnati,HARTWOOD DR Cincinnati,OH,45240,39.299802,-84.534074,HARTWOOD DR Cincinnati,OH,4524,39.29982,-84.53474,4,Car-Dependent
RANDOMHILL RD, Cincinnati,RANDOMHILL RD Cincinnati,OH,45231,39.243735,-84.535653,RANDOMHILL RD Cincinnati,OH,45231,39.243735,-84.535653,6,Car-Dependent
HAZELGROVE DR, Cincinnati,HAZELGROVE DR Cincinnati,OH,45240,39.304597,-84.537385,HAZELGROVE DR Cincinnati,OH,4524,39.34597,-84.537385,7,Car-Dependent
AMESBURY DR, Cincinnati,AMESBURY DR Cincinnati,OH,45231,39.249587,-84.53751,AMESBURY DR Cincinnati,OH,45231,39.249587,-84.53751,,Car-Dependent
STABURN AVE, Cincinnati,STABURN AVE Cincinnati,OH,45216,39.206238,-84.476909,STABURN AVE Cincinnati,OH,45216,39.26238,-84.47699,36,Car-Dependent
